zip, count=1
 riding, count=2
 ridiculous, count=3
 ride, count=2
 rid, count=5
 richly, count=2
 rich, count=4
 rhythmic, count=2
 rewarded, count=1
 reward, count=4
 reviewed, count=1
 reveries, count=1
 reverie, count=1
 revere, count=2
 reverberation, count=2
 revenue, count=1
 revelled, count=1
 reunion, count=1
 returns, count=1
 returning, count=2
 returned, count=16
 return, count=15
 retorted, count=4
 retort, count=6
 retiring, count=2
 retirement, count=1
 retained, count=1
 resumed, count=2
 resume, count=1
 results, count=10
 resulting, count=1
 resulted, count=1
 result, count=11
 restrictions, count=2
 restrain, count=1
 restlessly, count=1
 rested, count=2
 rest, count=11
 responsible, count=5
 responsibility, count=1
 responsibilities, count=1
 responses, count=1
 response, count=5
 responded, count=12
 respite, count=1
 respecting, count=1
 respectful, count=1
 respected, count=1
 respect, count=2
 resources, count=1
 resorted, count=1
 resolving, count=1
 resolved, count=2
 resolve, count=1
 resolutely, count=2
 resistance, count=1
 resist, count=1
 residents, count=1
 residences, count=1
 residence, count=3
 reservoir, count=3
 reserved, count=2
 research, count=2
 rescuers, count=1
 rescuer, count=1
 requirements, count=4
 required, count=3
 require, count=1
 requested, count=1
 request, count=3
 reputation, count=1
 representations, count=1
 reports, count=2
 reported, count=1
 report, count=2
 reply, count=13
 replied, count=33
 replacement, count=5
 replaced, count=1
 replace, count=1
 repeating, count=1
 repeated, count=7
 repeat, count=2
 repay, count=2
 rented, count=2
 rent, count=2
 renews, count=2
 rendered, count=1
 render, count=2
 renamed, count=1
 removed, count=5
 remove, count=1
 remodelling, count=1
 remodelled, count=1
 reminiscently, count=1
 reminding, count=1
 remembering, count=1
 remembered, count=2
 remember, count=12
 remedies, count=1
 remedied, count=1
 remarks, count=1
 remarked, count=14
 remark, count=4
 remaining, count=3
 remained, count=7
 remain, count=6
 rely, count=2
 reluctantly, count=4
 reluctant, count=1
 reluctance, count=2
 relieved, count=1
 relief, count=1
 release, count=1
 relays, count=1
 relay, count=1
 rejoined, count=1
 rejoin, count=1
 rejoicings, count=1
 rejoicing, count=2
 rejoiced, count=1
 reiterated, count=2
 rein, count=1
 reigned, count=1
 rehearsed, count=1
 rehearsal, count=1
 regulation, count=1
 regulating, count=1
 regular, count=8
 regretted, count=1
 regret, count=3
 registers, count=1
 registered, count=2
 regardless, count=1
 regarded, count=1
 regard, count=1
 refute, count=1
 refused, count=4
 refuse, count=2
 refurnish, count=1
 refund, count=10
 refuge, count=1
 reflectively, count=1
 reflections, count=1
 reflection, count=1
 reflecting, count=1
 reflected, count=5
 referred, count=1
 references, count=2
 reel, count=1
 redistribution, count=2
 redistributing, count=2
 redistribute, count=1
 redeeming, count=1
 red, count=2
 recreation, count=3
 recovery, count=1
 recourse, count=1
 records, count=1
 recorded, count=1
 record, count=2
 recollect, count=1
 recognizing, count=1
 recognized, count=4
 recognize, count=2
 recognition, count=1
 reclaim, count=1
 reckoning, count=1
 reckless, count=1
 recipients, count=1
 receptacle, count=1
 receiving, count=3
 receivers, count=7
 receiver, count=7
 received, count=9
 receive, count=7
 receipt, count=2
 recall, count=3
 rebuilt, count=2
 rebuild, count=4
 reassuringly, count=1
 reassured, count=1
 reasoned, count=1
 reasonable, count=2
 reason, count=3
 rear, count=1
 realm, count=2
 really, count=16
 realizing, count=1
 realized, count=11
 realize, count=10
 realization, count=1
 reality, count=1
 realities, count=1
 real, count=7
 ready, count=15
 readjust, count=1
 reading, count=3
 reader, count=1
 readable, count=2
 read, count=13
 reaction, count=2
 reaching, count=1
 reaches, count=1
 reached, count=7
 reach, count=8
 re, count=32
 ray, count=1
 raw, count=1
 ravenous, count=1
 rattle, count=1
 rather, count=14
 rated, count=1
 rate, count=7
 rarer, count=1
 rare, count=2
 rapids, count=1
 rapidly, count=3
 rapid, count=1
 ransacking, count=1
 rank, count=1
 range, count=1
 rang, count=3
 ran, count=9
 raising, count=1
 raise, count=4
 rain, count=3
 railroad, count=1
 rags, count=1
 rage, count=1
 rag, count=2
 radius, count=3
 radiators, count=1
 radiantly, count=1
 radiance, count=1
 racks, count=1
 raced, count=1
 r, count=1
 quizzical, count=1
 quivered, count=3
 quite, count=28
 quiet, count=7
 quickly, count=12
 quick, count=8
 questioned, count=5
 question, count=10
 queried, count=1
 queer, count=2
 quaver, count=1
 quarters, count=8
 quarter, count=2
 quarrel, count=1
 quality, count=1
 qualities, count=1
 quaint, count=1
 putting, count=6
 put, count=55
 pushed, count=3
 push, count=1
 pursuer, count=1
 pursued, count=1
 purposes, count=4
 purposed, count=2
 purpose, count=5
 purple, count=1
 purity, count=1
 pure, count=1
 purchased, count=2
 purchase, count=2
 pupils, count=2
 punt, count=1
 punitive, count=1
 pumpkins, count=1
 pulling, count=1
 pulled, count=1
 pull, count=6
 puling, count=1
 puffed, count=2
 puff, count=1
 published, count=1
 publish, count=1
 public, count=12
 psychological, count=1
 provisions, count=1
 provision, count=1
 providing, count=4
 providential, count=1
 providence, count=1
 provided, count=5
 provide, count=9
 proved, count=9
 prove, count=5
 proudly, count=1
 proud, count=9
 protesting, count=1
 protested, count=9
 protest, count=4
 protection, count=1
 protect, count=2
 prosperity, count=1
 prosper, count=1
 prospect, count=7
 proprietor, count=2
 proprietary, count=1
 proposes, count=1
 proposed, count=4
 proportions, count=1
 proportion, count=3
 prophets, count=1
 prophecy, count=1
 property, count=8
 properly, count=1
 proper, count=4
 propelling, count=1
 proofreading, count=2
 proofread, count=1
 proof, count=1
 pronounced, count=1
 prone, count=1
 promptly, count=7
 prompt, count=3
 promotion, count=1
 promoting, count=2
 promoted, count=1
 promote, count=1
 promisingly, count=1
 promised, count=3
 promise, count=3
 prominently, count=2
 project, count=91
 prohibition, count=1
 progressing, count=2
 progress, count=9
 programme, count=1
 profits, count=3
 profit, count=2
 professor, count=2
 professional, count=1
 production, count=2
 product, count=2
 produced, count=7
 produce, count=2
 proclaimed, count=1
 processing, count=1
 process, count=1
 proceeded, count=1
 procedure, count=1
 problems, count=3
 problem, count=8
 probably, count=22
 probable, count=1
 prize, count=1
 privileges, count=2
 privileged, count=1
 privilege, count=3
 private, count=2
 prints, count=4
 printing, count=2
 printed, count=3
 print, count=1
 principle, count=5
 principal, count=2
 prince, count=1
 primitive, count=1
 primary, count=1
 prim, count=1
 pride, count=8
 prices, count=1
 price, count=1
 previously, count=4
 previous, count=3
 prevented, count=1
 prevent, count=2
 pretty, count=20
 pretense, count=1
 pretending, count=1
 prestige, count=1
 pressure, count=2
 press, count=2
 president, count=3
 preserve, count=1
 presently, count=12
 presented, count=2
 present, count=8
 prepared, count=1
 prepare, count=3
 preparatory, count=1
 preparations, count=1
 preparation, count=1
 premonition, count=2
 premises, count=1
 preliminaries, count=1
 preferred, count=2
 preferences, count=1
 preference, count=2
 prefer, count=1
 prediction, count=1
 precision, count=1
 precisely, count=5
 precious, count=2
 prearranged, count=1
 prayers, count=1
 pray, count=1
 praise, count=1
 practise, count=2
 practice, count=1
 practically, count=9
 practical, count=10
 powerful, count=4
 power, count=6
 pouring, count=1
 poured, count=4
 pounds, count=2
 pounder, count=1
 pound, count=1
 poultry, count=1
 potatoes, count=2
 poster, count=1
 posted, count=5
 post, count=1
 possibly, count=6
 possible, count=11
 possibility, count=2
 possibilities, count=2
 possessions, count=6
 possession, count=2
 possessed, count=6
 possess, count=1
 positiveness, count=1
 positive, count=1
 positions, count=1
 position, count=3
 portion, count=1
 popularly, count=1
 popular, count=1
 popinjay, count=1
 pop, count=1
 poor, count=19
 pooh, count=7
 pondered, count=1
 pond, count=1
 polite, count=1
 polished, count=1
 police, count=4
 pole, count=6
 pokey, count=1
 poked, count=1
 poised, count=1
 points, count=3
 point, count=14
 pockets, count=1
 pocketing, count=1
 pocket, count=1
 plunged, count=2
 plunge, count=4
 plump, count=1
 plumbing, count=1
 plugs, count=1
 plowing, count=3
 plot, count=3
 plodded, count=1
 plight, count=1
 plenty, count=8
 plentiful, count=1
 pleasures, count=3
 pleasure, count=16
 pleased, count=10
 please, count=6
 pleasantly, count=1
 pleasanter, count=1
 pleasant, count=11
 pleas, count=2
 pleading, count=2
 pleaded, count=1
 plea, count=1
 playthings, count=1
 plaything, count=3
 plays, count=1
 playing, count=2
 playhouse, count=1
 playground, count=2
 playfully, count=1
 played, count=3
 play, count=5
 plaudits, count=1
 platform, count=4
 plants, count=6
 planting, count=4
 plant, count=8
 plans, count=13
 planned, count=4
 planks, count=1
 plane, count=1
 plan, count=15
 plainly, count=1
 plain, count=3
 plagued, count=1
 plague, count=1
 places, count=2
 placed, count=8
 place, count=60
 pity, count=5
 pitiless, count=1
 pitied, count=3
 pitching, count=1
 pitchfork, count=2
 pitches, count=5
 pitcher, count=1
 pitched, count=1
 pitch, count=10
 piping, count=1
 pipes, count=1
 piped, count=1
 pipe, count=1
 pioneers, count=4
 pioneer, count=1
 pinned, count=1
 pines, count=14
 pined, count=1
 pine, count=52
 pinched, count=1
 pinch, count=1
 pin, count=1
 pillows, count=5
 pillow, count=1
 pilgrimage, count=1
 piles, count=1
 piled, count=1
 pile, count=2
 pig, count=1
 pies, count=1
 piers, count=1
 piecework, count=1
 pieces, count=1
 piece, count=3
 pictures, count=1
 pictured, count=1
 picture, count=3
 picnic, count=2
 pickerel, count=1
 picked, count=2
 pick, count=3
 piazza, count=1
 piano, count=10
 physiology, count=1
 physical, count=3
 phrase, count=4
 phonics, count=1
 philosophy, count=1
 philadelphia, count=1
 phases, count=1
 phase, count=1
 pglaf, count=8
 pgdp, count=2
 pg, count=1
 pet, count=2
 pests, count=1
 pestering, count=1
 pessimism, count=1
 perusing, count=1
 persuaded, count=2
 perspiration, count=2
 persons, count=13
 personality, count=3
 personal, count=1
 person, count=18
 persistent, count=2
 persistence, count=1
 persisted, count=6
 perpetual, count=1
 permitted, count=4
 permission, count=8
 permanent, count=1
 periodic, count=1
 period, count=4
 peril, count=1
 perhaps, count=54
 pergolas, count=1
 performing, count=3
 performed, count=2
 performances, count=2
 performance, count=2
 perform, count=9
 perfectly, count=10
 perfecting, count=1
 perfected, count=1
 perfect, count=9
 perception, count=1
 perative, count=1
 peration, count=1
 per, count=2
 peoples, count=2
 people, count=30
 penny, count=1
 pencils, count=2
 pencil, count=1
 pen, count=1
 pelted, count=1
 pegged, count=1
 peering, count=1
 peered, count=1
 peep, count=1
 peeling, count=1
 pedal, count=1
 pebbles, count=1
 peas, count=1
 peacock, count=1
 peach, count=1
 peace, count=1
 payments, count=3
 paying, count=4
 pay, count=10
 pausing, count=1
 pauses, count=1
 paused, count=10
 pause, count=4
 paul, count=1
 pattern, count=1
 patrons, count=1
 patronage, count=1
 patiently, count=3
 patient, count=6
 patience, count=2
 pathos, count=1
 path, count=4
 patents, count=4
 patent, count=2
 pastime, count=1
 pasteboard, count=3
 past, count=11
 password, count=1
 passionately, count=1
 passed, count=10
 pass, count=3
 party, count=5
 parts, count=2
 parting, count=2
 parties, count=2
 particularly, count=3
 particular, count=8
 particle, count=1
 parted, count=2
 part, count=28
 parlors, count=1
 park, count=4
 pardon, count=3
 paraphernalia, count=2
 paragraphs, count=3
 paragraph, count=11
 paradoxical, count=1
 paradise, count=3
 paperwork, count=1
 papers, count=3
 paper, count=7
 pantry, count=1
 panting, count=1
 panted, count=1
 panicky, count=1
 panel, count=1
 pals, count=1
 pale, count=1
 palace, count=2
 pal, count=2
 pair, count=2
 painted, count=1
 paint, count=1
 pains, count=1
 pain, count=2
 pail, count=1
 paid, count=14
 pages, count=1
 page, count=8
 padlock, count=2
 paddles, count=2
 paddle, count=2
 packed, count=2
 package, count=1
 pack, count=4
 pacific, count=1
 pace, count=1
 p, count=2
 owns, count=2
 owners, count=2
 owner, count=9
 owned, count=5
 own, count=47
 owing, count=1
 owed, count=2
 owe, count=5
 overwhelmed, count=2
 overtaking, count=1
 overtake, count=2
 overstocked, count=1
 oversleep, count=1
 overseer, count=1
 overnight, count=1
 overheard, count=1
 overhaul, count=1
 overhand, count=1
 overflowing, count=1
 overcoming, count=1
 overbearing, count=1
 over, count=103
 outwitted, count=1
 outskirts, count=1
 outsider, count=1
 outside, count=18
 outset, count=2
 outright, count=1
 outlying, count=2
 outlook, count=1
 outlined, count=1
 outing, count=1
 outfit, count=5
 outdone, count=1
 outdid, count=1
 outdated, count=1
 out, count=143
 oust, count=1
 ourselves, count=3
 ours, count=2
 our, count=64
 ounce, count=1
 ought, count=6
 otherwise, count=3
 others, count=20
 other, count=71
 ornament, count=1
 originator, count=1
 originally, count=1
 original, count=2
 organs, count=1
 organized, count=2
 organization, count=1
 org, count=8
 ordinary, count=5
 orders, count=5
 ordered, count=2
 order, count=11
 ordeal, count=1
 or, count=212
 opposite, count=9
 oppose, count=1
 opportunity, count=5
 opportunities, count=3
 opinion, count=4
 operation, count=1
 operated, count=1
 operate, count=1
 opening, count=1
 opened, count=6
 open, count=9
 only, count=82
 online, count=6
 ones, count=4
 one, count=199
 once, count=20
 on, count=281
 omitted, count=2
 ominous, count=1
 oliver, count=1
 older, count=9
 old, count=48
 oil, count=1
 oh, count=34
 often, count=21
 offs, count=1
 officials, count=1
 official, count=5
 offices, count=2
 officers, count=1
 officer, count=1
 office, count=14
 offers, count=1
 offering, count=3
 offered, count=4
 offer, count=8
 off, count=36
 of, count=1297
 odors, count=1
 odd, count=2
 october, count=1
 occurrence, count=1
 occurred, count=1
 occur, count=2
 occupations, count=1
 occupant, count=1
 occupancy, count=1
 occasionally, count=2
 occasional, count=2
 occasion, count=1
 obvious, count=2
 obtaining, count=2
 obtained, count=2
 obtain, count=4
 obstacles, count=2
 obsolete, count=1
 observed, count=12
 observation, count=2
 obliged, count=3
 obligations, count=1
 obligation, count=5
 objects, count=2
 objections, count=1
 objected, count=5
 object, count=6
 obey, count=1
 obediently, count=1
 obdurate, count=1
 oath, count=1
 oars, count=1
 oar, count=1
 o, count=9
 nursery, count=1
 numerous, count=1
 numbered, count=1
 number, count=13
 nowhere, count=1
 now, count=101
 november, count=1
 novelty, count=2
 novelties, count=1
 novel, count=3
 notwithstanding, count=3
 notorious, count=1
 notion, count=8
 noting, count=1
 notifying, count=2
 notify, count=1
 notifies, count=1
 noticing, count=3
 noticed, count=2
 noticeable, count=1
 notice, count=7
 nothingness, count=1
 nothing, count=45
 nothin, count=2
 notes, count=2
 note, count=5
 notch, count=1
 not, count=384
 nostrils, count=1
 nose, count=2
 northern, count=1
 north, count=2
 normandy, count=1
 normal, count=1
 nor, count=12
 noose, count=1
 noon, count=3
 nonsense, count=11
 nonproprietary, count=1
 none, count=12
 noncommittal, count=2
 non, count=1
 noisy, count=1
 noiselessly, count=1
 noise, count=2
 nodding, count=2
 nodded, count=8
 nocturnal, count=2
 nobody, count=10
 no, count=182
 nip, count=1
 nights, count=1
 night, count=47
 nigh, count=1
 niche, count=2
 nicer, count=2
 nice, count=3
 next, count=14
 newspaper, count=1
 newsletter, count=1
 news, count=3
 newly, count=1
 newfane, count=2
 newer, count=1
 newcomer, count=2
 newby, count=1
 new, count=56
 nevertheless, count=30
 never, count=95
 network, count=1
 nettled, count=1
 netting, count=1
 net, count=7
 nest, count=1
 nervousness, count=2
 nervously, count=2
 nervous, count=4
 nerves, count=1
 nerve, count=1
 nephew, count=1
 neophyte, count=1
 neither, count=10
 neighbors, count=2
 neighbor, count=1
 negligence, count=1
 needs, count=2
 needn, count=3
 needless, count=1
 needles, count=3
 needed, count=9
 need, count=19
 necks, count=1
 neck, count=2
 necessity, count=1
 necessary, count=9
 necessarily, count=1
 neatly, count=1
 neat, count=2
 nearness, count=1
 nearly, count=5
 nearer, count=8
 neared, count=1
 near, count=11
 nay, count=3
 navigating, count=1
 nature, count=4
 naturally, count=4
 natural, count=2
 nations, count=1
 national, count=2
 nation, count=2
 narrowed, count=1
 narrow, count=1
 narrative, count=1
 nancy, count=9
 named, count=2
 name, count=8
 nails, count=3
 nail, count=1
 nagged, count=1
 na, count=1
 n, count=3
 mystery, count=1
 mysteriously, count=1
 mysterious, count=2
 myself, count=17
 myriad, count=2
 my, count=96
 mutter, count=1
 mustn, count=3
 must, count=86
 musical, count=1
 music, count=5
 mushrooms, count=1
 mused, count=8
 muscles, count=1
 muscle, count=2
 murmured, count=8
 murmur, count=1
 multitudinous, count=1
 muffling, count=1
 muffled, count=1
 muddy, count=1
 much, count=75
 mrs, count=8
 mr, count=460
 mowings, count=1
 mowing, count=1
 mowed, count=1
 moving, count=5
 moves, count=1
 moved, count=8
 move, count=8
 mouths, count=1
 mouthpiece, count=1
 mouse, count=2
 mourn, count=1
 mounted, count=2
 mountains, count=1
 mountain, count=2
 motor, count=4
 motion, count=1
 mothers, count=1
 motherly, count=1
 mother, count=9
 most, count=18
 moses, count=3
 morsel, count=1
 morse, count=4
 morrow, count=4
 mornings, count=1
 morning, count=27
 mornin, count=1
 moreover, count=5
 more, count=106
 mops, count=1
 mopped, count=3
 moored, count=1
 mood, count=3
 monument, count=1
 months, count=6
 month, count=1
 monte, count=2
 monotonous, count=1
 monosyllable, count=1
 monopoly, count=1
 money, count=47
 monarch, count=1
 moments, count=3
 momentous, count=1
 moment, count=25
 mollified, count=1
 modified, count=1
 modification, count=1
 modesty, count=1
 modestly, count=3
 modest, count=4
 model, count=3
 mode, count=1
 mock, count=1
 mixing, count=1
 mixed, count=3
 mite, count=2
 misunderstandings, count=1
 misunderstanding, count=1
 misunderstand, count=1
 mistakes, count=1
 missus, count=1
 mississippi, count=1
 mission, count=4
 missing, count=1
 missed, count=3
 miss, count=4
 misfortune, count=1
 misery, count=1
 miseries, count=1
 miserable, count=3
 mischievously, count=2
 mischief, count=3
 mirror, count=1
 mirage, count=1
 miraculous, count=2
 miracles, count=1
 miracle, count=4
 minute, count=1
 mint, count=1
 minor, count=1
 miniature, count=3
 mine, count=7
 minds, count=3
 minding, count=1
 minded, count=1
 mind, count=23
 mills, count=42
 millowner, count=1
 millions, count=1
 millionaire, count=3
 million, count=2
 mill, count=14
 milksop, count=2
 milking, count=2
 miles, count=9
 mile, count=1
 mild, count=1
 mighty, count=19
 might, count=57
 midsummer, count=1
 midst, count=1
 midnight, count=4
 middle, count=5
 mid, count=1
 michael, count=2
 mice, count=1
 methods, count=2
 methodical, count=1
 method, count=4
 metal, count=4
 met, count=6
 messages, count=6
 message, count=4
 merry, count=1
 merriment, count=1
 merited, count=1
 merely, count=2
 mere, count=2
 mercy, count=3
 merchantibility, count=1
 mentioned, count=1
 mention, count=3
 menial, count=1
 mending, count=1
 mend, count=1
 menacing, count=1
 menaced, count=1
 men, count=60
 memory, count=2
 memories, count=1
 memorial, count=1
 memorable, count=1
 members, count=1
 member, count=2
 melton, count=7
 melted, count=1
 mellowed, count=1
 mellow, count=1
 melan, count=1
 meeting, count=2
 meet, count=7
 meekly, count=1
 medium, count=5
 meditatively, count=1
 meditation, count=1
 meditating, count=1
 medicine, count=1
 mechanism, count=3
 mechanical, count=5
 mecca, count=2
 mebbe, count=1
 measuring, count=2
 measurements, count=1
 measured, count=2
 measure, count=3
 measles, count=1
 meanwhile, count=2
 meantime, count=10
 meant, count=9
 means, count=12
 meandered, count=1
 mean, count=23
 meals, count=7
 meadows, count=2
 meadow, count=3
 me, count=104
 mazes, count=1
 maybe, count=3
 may, count=62
 maximum, count=1
 mattress, count=2
 matting, count=1
 matters, count=8
 mattered, count=1
 matter, count=26
 matted, count=1
 mathematics, count=1
 materials, count=2
 materializing, count=1
 material, count=5
 mater, count=2
 match, count=1
 mat, count=4
 master, count=4
 masses, count=1
 massachusetts, count=1
 mass, count=1
 marvels, count=2
 marvelous, count=3
 marvellous, count=1
 marvelling, count=1
 marvelled, count=1
 marvel, count=5
 married, count=1
 market, count=2
 marked, count=4
 mark, count=1
 marines, count=1
 margin, count=1
 march, count=1
 marbles, count=1
 marauders, count=1
 marathon, count=1
 maples, count=1
 many, count=67
 manufacturing, count=3
 manufacture, count=1
 mansion, count=2
 manner, count=2
 manager, count=17
 management, count=3
 managed, count=4
 manage, count=3
 man, count=69
 mammoth, count=1
 malicious, count=1
 making, count=22
 makeshifts, count=1
 makeshift, count=1
 makes, count=5
 makers, count=1
 make, count=60
 maintaining, count=1
 maintained, count=1
 maintain, count=1
 maine, count=3
 main, count=3
 mail, count=1
 maguires, count=2
 maguire, count=7
 magpies, count=2
 magnitude, count=1
 magnificent, count=1
 magnets, count=1
 magneto, count=1
 magnetized, count=1
 magnetic, count=2
 magnet, count=3
 magnate, count=2
 magicians, count=1
 magic, count=6
 magazines, count=1
 made, count=66
 maddened, count=1
 mad, count=1
 machines, count=2
 machinery, count=3
 machine, count=4
 m, count=46
 lynched, count=1
 lying, count=1
 luxury, count=3
 luxuriously, count=1
 luxuries, count=2
 lusty, count=1
 lush, count=1
 lured, count=1
 lungs, count=1
 lung, count=2
 luncheon, count=2
 lunched, count=1
 lunch, count=4
 lugs, count=1
 luggage, count=1
 lucky, count=6
 luck, count=6
 loyally, count=1
 lowering, count=1
 lower, count=3
 low, count=8
 lovely, count=2
 loved, count=5
 love, count=1
 loudest, count=1
 loud, count=1
 lots, count=2
 lot, count=12
 lost, count=3
 loss, count=9
 losing, count=1
 lose, count=4
 lord, count=1
 loose, count=2
 looks, count=2
 looking, count=6
 looked, count=11
 look, count=13
 longfellow, count=1
 longest, count=1
 longer, count=11
 longed, count=2
 long, count=51
 lonely, count=2
 loitering, count=2
 loitered, count=1
 logically, count=1
 logical, count=1
 logic, count=1
 logging, count=1
 log, count=1
 lofty, count=1
 lofts, count=1
 loft, count=4
 locked, count=5
 lock, count=2
 locations, count=2
 location, count=1
 located, count=5
 locality, count=1
 loath, count=1
 ll, count=63
 living, count=7
 lives, count=8
 livered, count=1
 lived, count=9
 live, count=19
 livable, count=1
 little, count=76
 littered, count=1
 litter, count=1
 literary, count=13
 literally, count=1
 listening, count=3
 listeners, count=3
 listener, count=2
 listened, count=9
 listen, count=1
 list, count=1
 lips, count=2
 lip, count=2
 links, count=3
 linked, count=1
 lingered, count=4
 linger, count=1
 line, count=16
 limply, count=1
 limousines, count=1
 limited, count=6
 limitation, count=3
 likes, count=4
 likely, count=5
 liked, count=12
 like, count=105
 lights, count=3
 lightning, count=1
 lighting, count=2
 lighted, count=3
 light, count=16
 lifting, count=1
 lifted, count=3
 lift, count=2
 life, count=33
 lieu, count=2
 lie, count=4
 licensed, count=1
 license, count=16
 library, count=5
 liberty, count=1
 liberties, count=1
 libel, count=1
 liable, count=2
 liability, count=3
 leveled, count=1
 letting, count=3
 letter, count=2
 let, count=32
 lest, count=2
 lessons, count=4
 lesson, count=3
 lessened, count=1
 less, count=21
 lent, count=1
 lengthy, count=1
 lengthening, count=1
 lengthened, count=1
 length, count=9
 lending, count=1
 lend, count=1
 leisurely, count=1
 leisure, count=3
 legs, count=1
 legally, count=1
 legal, count=2
 left, count=18
 led, count=5
 lectures, count=4
 lecture, count=7
 leaving, count=3
 leave, count=11
 leather, count=5
 least, count=21
 lease, count=1
 learned, count=8
 learn, count=3
 leaps, count=1
 leaped, count=2
 leap, count=5
 leaning, count=1
 lean, count=3
 leaky, count=1
 leaf, count=2
 leaders, count=1
 leader, count=1
 lead, count=2
 lea, count=45
 le, count=1
 lazy, count=1
 lazily, count=2
 laying, count=3
 lay, count=10
 lawyer, count=1
 lawsuits, count=1
 lawsuit, count=1
 laws, count=8
 lawrence, count=15
 lawns, count=3
 law, count=7
 laurie, count=178
 launches, count=1
 launched, count=3
 laughter, count=3
 laughing, count=2
 laughed, count=21
 laugh, count=5
 latter, count=3
 latin, count=1
 latest, count=2
 later, count=13
 lately, count=1
 late, count=13
 latchkey, count=1
 latch, count=1
 lasted, count=1
 last, count=20
 lark, count=1
 largest, count=1
 larger, count=3
 largely, count=1
 large, count=7
 lapsed, count=1
 lappings, count=1
 lapping, count=2
 language, count=1
 landlocked, count=1
 landlady, count=3
 landing, count=4
 landholder, count=1
 landed, count=1
 land, count=9
 lamp, count=1
 lamb, count=1
 lake, count=1
 laid, count=3
 lagged, count=1
 lads, count=4
 laden, count=2
 laddie, count=4
 lad, count=44
 lacked, count=1
 lack, count=1
 labors, count=1
 laborers, count=2
 labored, count=1
 laboratory, count=7
 laboratories, count=1
 labor, count=5
 la, count=2
 knows, count=10
 known, count=14
 knowledge, count=9
 knowing, count=4
 know, count=80
 knocks, count=1
 knocked, count=1
 knock, count=3
 knight, count=1
 knew, count=28
 knees, count=2
 kneed, count=1
 knee, count=1
 knack, count=2
 kites, count=1
 kite, count=1
 kitchens, count=1
 kitchenette, count=1
 kitchen, count=1
 kingdom, count=3
 king, count=2
 kinds, count=1
 kindness, count=2
 kindly, count=7
 kindlier, count=1
 kindest, count=1
 kinder, count=1
 kind, count=16
 killing, count=1
 killed, count=1
 kill, count=1
 kid, count=4
 kicked, count=1
 kick, count=1
 keys, count=4
 keying, count=1
 keyed, count=2
 key, count=5
 kept, count=9
 keeps, count=1
 keeping, count=2
 keep, count=23
 keenly, count=1
 keenest, count=1
 keen, count=2
 k, count=1
 justifies, count=1
 justified, count=1
 justifiable, count=1
 just, count=53
 june, count=7
 juncture, count=1
 jumpy, count=1
 jump, count=2
 judging, count=1
 judged, count=1
 judge, count=2
 jubilant, count=1
 joys, count=1
 joyous, count=1
 joy, count=4
 jove, count=5
 jotted, count=1
 jostled, count=1
 jolly, count=1
 jollity, count=1
 jollier, count=1
 joking, count=1
 joked, count=1
 joke, count=3
 joints, count=1
 joinings, count=1
 joined, count=5
 join, count=3
 jobs, count=4
 job, count=22
 jitney, count=1
 jim, count=5
 jig, count=2
 jeweler, count=1
 jesting, count=1
 jest, count=1
 jersey, count=1
 jeered, count=1
 jeans, count=1
 jealousy, count=1
 jars, count=3
 jarred, count=1
 jarless, count=1
 jagged, count=2
 jacket, count=1
 ix, count=2
 iv, count=2
 itself, count=7
 its, count=85
 it, count=792
 issuing, count=1
 issues, count=1
 issued, count=1
 issue, count=2
 isolated, count=1
 isn, count=21
 island, count=1
 is, count=240
 irs, count=1
 irritation, count=1
 irritable, count=2
 irony, count=1
 ironically, count=1
 ironic, count=1
 irishman, count=3
 ire, count=1
 involved, count=1
 investment, count=3
 investigation, count=1
 investigate, count=1
 invested, count=1
 inventors, count=1
 inventor, count=10
 inventive, count=2
 invention, count=16
 inventing, count=1
 invented, count=1
 invent, count=2
 invariably, count=1
 invariable, count=1
 invalidity, count=1
 invalid, count=6
 invaders, count=1
 invaded, count=1
 inundating, count=1
 introspective, count=1
 intricate, count=2
 intonation, count=2
 into, count=120
 intimately, count=1
 intimate, count=1
 intimacy, count=1
 interview, count=1
 intervals, count=3
 interval, count=7
 interruptions, count=1
 interruption, count=3
 interrupters, count=3
 interrupter, count=1
 interrupted, count=9
 interpreted, count=1
 interpret, count=1
 interpolated, count=1
 international, count=1
 internal, count=1
 intermittent, count=1
 intermingled, count=2
 interminable, count=1
 interior, count=6
 interfere, count=2
 interests, count=2
 interesting, count=5
 interested, count=12
 interest, count=12
 intercourse, count=1
 intercession, count=1
 intently, count=3
 intention, count=1
 intent, count=2
 intensity, count=3
 intensely, count=1
 intended, count=4
 intend, count=4
 intelligently, count=1
 intelligent, count=1
 intelligence, count=1
 intellectual, count=2
 intellect, count=1
 insulator, count=1
 instruments, count=14
 instrument, count=18
 institution, count=1
 instinctively, count=1
 instinct, count=1
 instead, count=23
 instantly, count=4
 instant, count=15
 instance, count=1
 installed, count=3
 install, count=2
 inspiration, count=3
 inspect, count=2
 insisting, count=1
 insisted, count=7
 insist, count=1
 inside, count=6
 inscribed, count=1
 inquired, count=13
 inquire, count=2
 innovation, count=1
 inland, count=1
 ink, count=2
 injuring, count=1
 injured, count=1
 injure, count=1
 initiative, count=1
 initial, count=3
 inherit, count=1
 inhabited, count=1
 inhabitants, count=1
 ingratiating, count=1
 infringing, count=1
 infringement, count=1
 infrequently, count=1
 informed, count=1
 information, count=8
